Name,Team,Pos,Count,Yards,Declined,Offsetting,Pre-Snap,Penalties,Week,Year
C.Harris,Denver,CB,1,5,0,0,0,Defensive Holding (1),12,2018
M.Harris,Washington,WR,1,5,0,0,1,False Start (1),12,2018
S.Lawson,Buffalo,DL,0,0,0,1,0,Disqualification (1),12,2018
J.Simmons,Denver,DB,1,15,0,0,0,Face Mask (15 Yards) (1),12,2018
J.Bosa,LA Chargers,DL,1,5,0,0,1,Defensive Offside (1),12,2018
I.Seumalo,Philadelphia,OL,1,10,0,0,0,Offensive Holding (1),12,2018
L.Clark,Indianapolis,T,1,5,0,0,1,False Start (1),12,2018
R.Smith,Tampa Bay,DB,1,15,0,0,0,Unnecessary Roughness (1),12,2018
C.Milton,Indianapolis,CB,1,10,0,0,0,Illegal Block Above the Waist (1),12,2018
R.Anderson,N.Y. Jets,WR,1,5,0,0,1,False Start (1),12,2018
K.Beachum,N.Y. Jets,T,1,5,0,0,1,False Start (1),12,2018
B.Carr,Baltimore,CB,0,0,1,0,0,Defensive Holding (1),12,2018
V.McDonald,Pittsburgh,TE,1,9,0,0,0,Offensive Pass Interference (1),12,2018
G.Kittle,San Francisco,TE,1,5,0,0,1,False Start (1),12,2018
M.Remmers,Minnesota,T,1,10,0,0,0,Offensive Holding (1),12,2018
J.Davenport,Houston,T,1,10,0,0,0,Offensive Holding (1),12,2018
J.Wilson,Jacksonville,SS,0,0,0,1,0,Illegal Block Above the Waist (1),12,2018
L.Ryan,Tennessee,CB,1,5,0,0,0,Defensive Holding (1),12,2018
K.Juszczyk,San Francisco,RB,1,5,0,0,1,False Start (1),12,2018
C.Lynch,Tampa Bay,LB,1,5,0,0,1,False Start (1),12,2018
S.Gilmore,New England,CB,1,5,0,0,0,Defensive Holding (1),12,2018
A.Jeffery,Philadelphia,WR,1,10,0,0,0,Offensive Pass Interference (1),12,2018
C.Clark,Baltimore,DB,1,10,0,0,0,Illegal Block Above the Waist (1),12,2018
J.Cook,Oakland,TE,1,10,0,0,0,Offensive Pass Interference (1),12,2018
D.Wise,New England,DL,1,15,0,0,0,Roughing the Passer (1),12,2018
C.Core,Cincinnati,WR,0,0,1,0,0,Offensive Holding (1),12,2018
G.Stewart,Indianapolis,DL,1,5,0,0,1,Encroachment (1),12,2018
D.Thompson,Buffalo,WR,0,0,0,1,0,Player Out of Bounds on Kick (1),12,2018
M.Garrett,Cleveland,DL,1,3,0,0,1,Defensive Offside (1),12,2018
J.Williams,Green Bay,RB,1,5,0,0,0,Offside on Free Kick (1),12,2018
R.Hill,Minnesota,T,1,5,0,0,1,False Start (1),12,2018
J.Collins,Cleveland,OLB,1,15,0,0,0,Unnecessary Roughness (1),12,2018
T.Jernigan,Philadelphia,DT,1,5,0,0,1,Defensive Offside (1),12,2018
A.Bethea,Arizona,SS,1,15,0,0,0,Face Mask (15 Yards) (1),12,2018
C.Harris,Miami,LB,0,0,1,0,1,Defensive Offside (1),12,2018
M.Hilton,Pittsburgh,CB,1,5,0,0,1,Neutral Zone Infraction (1),12,2018
E.Yarbrough,Buffalo,DE,1,5,0,0,0,Defensive Holding (1),12,2018
B.Langley,Denver,CB,0,0,0,1,0,Player Out of Bounds on Kick (1),12,2018
M.Canady,Baltimore,CB,1,10,0,0,0,Offensive Holding (1),12,2018
T.Bergstrom,Washington,C,0,0,1,0,0,Illegal Use of Hands (1),12,2018
S.Anthony,Miami,OLB,1,6,0,0,0,Offensive Holding (1),12,2018
L.Fournette,Jacksonville,RB,0,0,0,1,0,Disqualification (1),12,2018
J.White,New England,RB,1,10,0,0,0,Offensive Pass Interference (1),12,2018
C.McGovern,Denver,C,1,10,0,0,0,Illegal Block Above the Waist (1),12,2018
A.Auclair,Tampa Bay,TE,1,10,0,0,0,Offensive Holding (1),12,2018
T.McDonald,Miami,SS,1,5,0,0,0,Defensive Holding (1),12,2018
K.Cole Sr.,Jacksonville,WR,1,10,0,0,0,Offensive Holding (1),12,2018
B.Church,Jacksonville,SS,1,15,0,0,0,Unnecessary Roughness (1),12,2018
O.Charles,Cleveland,TE,1,3,0,0,0,Offensive Holding (1),12,2018
B.Hart,Cincinnati,T,1,5,0,0,1,False Start (1),12,2018
C.Patterson,New England,WR,1,5,0,0,1,Illegal Motion (1),12,2018
R.Jensen,Tampa Bay,OL,1,15,0,0,0,Unnecessary Roughness (1),12,2018
N.Solder,N.Y. Giants,T,1,5,0,0,1,False Start (1),12,2018
M.Pouncey,LA Chargers,C,1,10,0,0,0,Offensive Holding (1),12,2018
F.Moreau,Washington,CB,1,5,0,0,0,Defensive Holding (1),12,2018
M.Butler,Tennessee,CB,0,0,1,0,0,Defensive Pass Interference (1),12,2018
K.Miller,Oakland,OL,1,5,0,0,1,False Start (1),12,2018
I.Smith,Atlanta,RB,0,0,1,0,0,Chop Block (1),12,2018
C.Davis,Tampa Bay,DB,1,5,0,0,0,Defensive Holding (1),12,2018
M.Person,San Francisco,G,0,0,1,0,0,Offensive Holding (1),12,2018
D.Reed,San Francisco,FS,1,10,0,0,0,Offensive Holding (1),12,2018
B.Webb,N.Y. Giants,DB,1,13,0,0,0,Defensive Pass Interference (1),12,2018
Sq.Griffin,Seattle,CB,1,11,0,0,0,Defensive Pass Interference (1),12,2018
T.Herndon,Jacksonville,DB,1,10,0,0,0,Illegal Block Above the Waist (1),12,2018
R.Bodine,Buffalo,C,1,10,0,0,0,Illegal Use of Hands (1),12,2018
A.Adams,Tampa Bay,DB,1,5,0,0,0,Defensive Pass Interference (1),12,2018
R.Okwara,Detroit,DL,1,14,0,0,0,Face Mask (15 Yards) (1),12,2018
R.Harrison,Jacksonville,SS,0,0,1,0,0,Illegal Block Above the Waist (1),12,2018
M.Fitzpatrick,Miami,DB,1,5,0,0,0,Illegal Contact (1),12,2018
D.Fluker,Seattle,G,1,5,0,0,1,False Start (1),12,2018
C.Clark,Carolina,T,1,10,0,0,0,Offensive Holding (1),12,2018
B.Hill,N.Y. Giants,DT,1,5,0,0,1,Encroachment (1),12,2018
J.Moore,Green Bay,WR,1,5,0,0,0,Illegal Touch Kick (1),12,2018
J.Washington,Pittsburgh,WR,1,10,0,0,0,Illegal Block Above the Waist (1),12,2018
T.Coley,Cleveland,DT,1,5,0,0,1,Encroachment (1),12,2018
Z.Fulton,Houston,G,1,10,0,0,0,Offensive Holding (1),12,2018
B.O'Neill,Minnesota,OL,1,5,0,0,1,False Start (1),12,2018
H.Reddick,Arizona,LB,1,15,0,0,0,Horse Collar Tackle (1),12,2018
T.Burton,Chicago,TE,1,10,0,0,0,Offensive Holding (1),12,2018
J.Gordon,New England,WR,1,5,0,0,1,False Start (1),12,2018
J.Phillips,Buffalo,DL,1,0,0,0,1,Neutral Zone Infraction (1),12,2018
G.Avery,Cleveland,LB,1,15,0,0,0,Roughing the Passer (1),12,2018
M.Thomas,N.Y. Giants,DB,1,10,0,0,0,Offensive Holding (1),12,2018
J.Harrison,N.Y. Jets,C,1,10,0,0,0,Offensive Holding (1),12,2018
D.Ward,Cleveland,DB,1,15,0,0,0,Unnecessary Roughness (1),12,2018
T.Edmunds,Buffalo,LB,1,5,0,0,0,Defensive Holding (1),12,2018
C.Nassib,Tampa Bay,LB,1,5,0,0,1,Defensive Offside (1),12,2018
M.Hall,Atlanta,WR,0,0,1,0,0,Illegal Block Above the Waist (1),12,2018
D.Harrison,Detroit,DT,1,15,0,0,0,Roughing the Passer (1),12,2018
J.Veldheer,Denver,T,0,0,1,0,0,Offensive Holding (1),12,2018
G.Robinson,Cleveland,T,0,0,0,1,0,Offensive Holding (1),12,2018
A.Smith,Arizona,OL,0,0,1,0,0,Offensive Holding (1),12,2018
D.Autry,Indianapolis,DE,0,0,1,0,1,Defensive Offside (1),12,2018
Ty.Lewis,Indianapolis,DL,0,0,1,0,1,Defensive Offside (1),12,2018
J.Cooper,Washington,G,1,10,0,0,0,Offensive Holding (1),12,2018
J.Hankins,Oakland,DL,1,5,0,0,1,Encroachment (1),12,2018
T.Moore,San Francisco,DB,1,5,0,0,0,Illegal Touch Kick (1),12,2018
W.Hernandez,N.Y. Giants,G,1,10,0,0,0,Offensive Holding (1),12,2018
J.Brown,N.Y. Giants,G,0,0,1,0,0,Offensive Holding (1),12,2018
R.Alford,Atlanta,CB,1,16,0,0,0,Defensive Pass Interference (1),12,2018
A.Walker,Indianapolis,LB,1,7,0,0,0,Defensive Pass Interference (1),12,2018
C.Fleming,Dallas,T,1,5,0,0,1,False Start (1),12,2018
D.Davis,New Orleans,LB,1,4,0,0,0,Defensive Pass Interference (1),12,2018
N.Nelson,Oakland,CB,0,0,1,0,1,Neutral Zone Infraction (1),12,2018
M.Gilchrist,Oakland,SS,0,0,1,0,0,Unsportsmanlike Conduct (1),12,2018
W.Teller,Buffalo,G,1,5,0,0,0,Ineligible Downfield Pass (1),12,2018
E.Flowers,Jacksonville,T,0,0,1,0,0,Offensive Holding (1),12,2018
M.Murphy,Buffalo,RB,1,10,0,0,0,Illegal Block Above the Waist (1),12,2018
S.Lotulelei,Buffalo,DT,1,5,0,0,0,Illegal Use of Hands (1),12,2018
A.Calitro,Seattle,LB,1,14,0,0,0,Face Mask (15 Yards) (1),12,2018
J.Franks,Cincinnati,TE,1,11,0,0,0,Unnecessary Roughness (1),12,2018
N.Shepherd,N.Y. Jets,DL,1,5,0,0,0,Illegal Use of Hands (1),12,2018
O.Melifonwu,New England,DB,1,10,0,0,0,Offensive Holding (1),12,2018
F.Fatukasi,N.Y. Jets,DT,1,5,0,0,1,Encroachment (1),12,2018
B.Fowler,N.Y. Giants,WR,1,10,0,0,0,Illegal Block Above the Waist (1),12,2018
E.Penny,N.Y. Giants,RB,1,5,0,0,1,Illegal Formation (1),12,2018
M.Harris,San Francisco,LB,1,5,0,0,0,Ineligible Downfield Kick (1),12,2018
J.Whitehead,Tampa Bay,DB,0,0,1,0,0,Illegal Contact (1),12,2018
D.Pettis,San Francisco,WR,1,10,0,0,0,Illegal Block Above the Waist (1),12,2018
D.Square,LA Chargers,NT,0,0,1,0,1,Defensive Offside (1),12,2018
N.O'Leary,Miami,TE,0,0,1,0,0,Unnecessary Roughness (1),12,2018
T.Davis,Denver,ILB,0,0,1,0,0,Illegal Contact (1),12,2018
B.Parker,Denver,TE,1,10,0,0,0,Offensive Pass Interference (1),12,2018
C.Okorafor,Pittsburgh,OL,1,5,0,0,1,False Start (1),12,2018
C.Sensabaugh,Pittsburgh,CB,0,0,1,0,0,Defensive Holding (1),12,2018
T.Matakevich,Pittsburgh,ILB,0,0,0,1,0,Illegal Block Above the Waist (1),12,2018
Ju.Reid,Houston,DB,1,33,0,0,0,Defensive Pass Interference (1),12,2018
K.Alonso,Miami,LB,1,15,0,0,0,Unnecessary Roughness (1),12,2018
O.Vernon,N.Y. Giants,LB,1,15,0,0,0,Roughing the Passer (1),12,2018
W.Jackson III,Cincinnati,CB,0,0,0,1,0,Defensive Holding (1),12,2018
T.Carrie,Cleveland,DB,1,5,0,0,0,Defensive Holding (1),12,2018
R.Gronkowski,New England,TE,3,25,0,0,1,"Offensive Holding (2), False Start (1)",13,2018
Z.Smith,Baltimore,LB,3,25,0,0,1,"Roughing the Passer (1), Illegal Use of Hands (1), Neutral Zone Infraction (1)",13,2018
J.Bellamy,Chicago,WR,3,20,0,0,2,"False Start (1), Illegal Shift (1), Illegal Block Above the Waist (1)",13,2018
T.Williams,Washington,T,2,20,1,0,0,"Offensive Holding (2), Illegal Block Above the Waist (1)",13,2018
J.Conklin,Tennessee,T,1,15,1,1,0,"Offensive Holding (2), Unnecessary Roughness (1)",13,2018
R.Gregory,Dallas,DE,3,34,0,0,1,"Face Mask (15 Yards) (1), Defensive Offside (1), Roughing the Kicker (1)",13,2018
M.Claiborne,N.Y. Jets,CB,2,10,0,1,0,Defensive Holding (3),13,2018
S.Simonson,N.Y. Giants,TE,3,28,0,0,0,Offensive Holding (3),13,2018
E.Apple,New Orleans,CB,1,5,2,0,0,"Defensive Holding (2), Defensive Pass Interference (1)",13,2018
N.Nelson,Oakland,CB,1,26,2,0,2,"Defensive Offside (2), Defensive Pass Interference (1)",13,2018
W.Teller,Buffalo,G,3,25,0,0,1,"Offensive Holding (2), False Start (1)",13,2018
A.Lucas,Seattle,T,2,20,0,0,1,"Unnecessary Roughness (1), Delay of Game (1)",13,2018
T.Lewan,Tennessee,OL,2,20,0,0,0,Offensive Holding (2),13,2018
M.Evans,Tampa Bay,WR,1,10,1,0,0,Offensive Pass Interference (2),13,2018
M.Moses,Washington,T,2,10,0,0,2,False Start (2),13,2018
J.Parnell,Jacksonville,T,1,8,1,0,0,Offensive Holding (2),13,2018
B.Jones,Dallas,CB,2,22,0,0,0,"Defensive Pass Interference (1), Defensive Holding (1)",13,2018
A.Burns,Pittsburgh,CB,1,5,1,0,2,Defensive Offside (2),13,2018
G.Ifedi,Seattle,T,2,15,0,0,1,"False Start (1), Offensive Holding (1)",13,2018
J.Jenkins,N.Y. Jets,LB,2,11,0,0,1,"Illegal Use of Hands (1), Defensive Offside (1)",13,2018
G.Glasgow,Detroit,OL,2,15,0,0,1,"False Start (1), Offensive Holding (1)",13,2018
J.Spriggs,Green Bay,T,2,15,0,0,1,"False Start (1), Offensive Holding (1)",13,2018
G.Fant,Seattle,T,2,20,0,0,0,Offensive Holding (2),13,2018
T.Shatley,Jacksonville,OL,1,10,1,0,0,Offensive Holding (2),13,2018
M.Milano,Buffalo,LB,1,25,0,1,0,"Defensive Pass Interference (1), Defensive Holding (1)",13,2018
R.Wagner,Detroit,T,0,0,1,1,0,Offensive Holding (2),13,2018
T.Hopkins,Cincinnati,C,2,15,0,0,1,"False Start (1), Offensive Holding (1)",13,2018
C.Erving,Kansas City,T,2,20,0,0,1,"False Start (1), Unnecessary Roughness (1)",13,2018
M.Davis,LA Chargers,DB,2,45,0,0,0,Defensive Pass Interference (2),13,2018
T.Compton,Minnesota,T,2,20,0,0,0,Offensive Holding (2),13,2018
D.Jackson,Carolina,DB,2,57,0,0,1,"Defensive Pass Interference (1), Defensive Offside (1)",13,2018
M.Nzeocha,San Francisco,LB,2,20,0,0,0,"Offensive Holding (1), Illegal Blindside Block (1)",13,2018
F.Brown,Oakland,DE,1,5,1,0,2,Defensive Offside (2),13,2018
N.Suh,LA Rams,DT,2,20,0,0,0,"Roughing the Passer (1), Horse Collar Tackle (1)",13,2018
D.Fluker,Seattle,G,2,15,0,0,0,Offensive Holding (2),13,2018
G.Robinson,Cleveland,T,1,10,1,0,0,Offensive Holding (2),13,2018
J.Franks,Cincinnati,TE,1,5,1,0,1,"False Start (1), Defensive Holding (1)",13,2018
K.Cunningham,Arizona,OL,2,20,0,0,0,Offensive Holding (2),13,2018
M.Edwards,N.Y. Giants,DE,2,20,0,0,0,"Unnecessary Roughness (1), Illegal Use of Hands (1)",13,2018
K.Williams,San Francisco,CB,1,7,1,0,0,"Defensive Pass Interference (1), Illegal Contact (1)",13,2018
L.Bowanko,Washington,C,1,5,1,0,1,"False Start (1), Ineligible Downfield Pass (1)",13,2018
T.Carrie,Cleveland,DB,2,10,0,0,0,Defensive Holding (2),13,2018
J.Pierre-Paul,Tampa Bay,LB,2,10,0,0,2,Defensive Offside (2),13,2018
J.Davis,Miami,OL,2,15,0,0,1,"False Start (1), Offensive Holding (1)",13,2018
K.Jackson,Houston,CB,1,47,0,0,0,Defensive Pass Interference (1),13,2018
J.Kelce,Philadelphia,OL,1,5,0,0,1,False Start (1),13,2018
C.Newton,Carolina,QB,1,5,0,0,1,False Start (1),13,2018
J.Staley,San Francisco,T,1,5,0,0,1,False Start (1),13,2018
A.Green,Cincinnati,WR,0,0,1,0,1,Illegal Shift (1),13,2018
C.Boling,Cincinnati,G,1,10,0,0,0,Illegal Block Above the Waist (1),13,2018
V.Miller,Denver,LB,1,5,0,0,0,Illegal Use of Hands (1),13,2018
L.Fitzgerald,Arizona,WR,0,0,1,0,1,Illegal Formation (1),13,2018
J.Bushrod,New Orleans,T,0,0,1,0,0,Offensive Holding (1),13,2018
R.Foster,Pittsburgh,G,1,10,0,0,0,Offensive Holding (1),13,2018
C.Wake,Miami,DE,1,15,0,0,0,Roughing the Passer (1),13,2018
J.Sweezy,Seattle,OL,0,0,1,0,0,Ineligible Downfield Pass (1),13,2018
S.Williams,Cincinnati,SS,1,15,0,0,0,Unnecessary Roughness (1),13,2018
D.Slay,Detroit,CB,1,4,0,0,0,Defensive Pass Interference (1),13,2018
E.Ansah,Detroit,DE,0,0,0,1,0,Roughing the Passer (1),13,2018
R.Schraeder,Atlanta,T,1,10,0,0,0,Offensive Holding (1),13,2018
J.James,Miami,T,0,0,0,1,0,Offensive Holding (1),13,2018
J.Matthews,Philadelphia,WR,1,10,0,0,0,Offensive Pass Interference (1),13,2018
L.Joyner,LA Rams,CB,1,48,0,0,0,Defensive Pass Interference (1),13,2018
Z.Ertz,Philadelphia,TE,1,5,0,0,1,False Start (1),13,2018
B.Jacobs,Carolina,LB,1,10,0,0,0,Illegal Block Above the Waist (1),13,2018
R.Hudson,Oakland,C,1,10,0,0,0,Offensive Holding (1),13,2018
D.Smith,Tampa Bay,OL,1,10,0,0,0,Offensive Holding (1),13,2018
D.Andrews,New England,OL,1,10,0,0,0,Offensive Holding (1),13,2018
L.Collins,N.Y. Giants,DB,1,13,0,0,0,Defensive Pass Interference (1),13,2018
K.Williams,Buffalo,DT,1,5,0,0,1,Neutral Zone Infraction (1),13,2018
D.Ford,Kansas City,LB,1,5,0,0,1,Neutral Zone Infraction (1),13,2018
A.Cann,Jacksonville,OL,1,5,0,0,1,False Start (1),13,2018
R.Nix,Pittsburgh,FB,1,10,0,0,0,Offensive Holding (1),13,2018
M.Morse,Kansas City,C,1,10,0,0,0,Offensive Holding (1),13,2018
B.King,New England,LB,1,10,0,0,0,Offensive Holding (1),13,2018
N.Lawson,Detroit,CB,1,5,0,0,0,Defensive Holding (1),13,2018
C.Brate,Tampa Bay,TE,1,10,0,0,0,Offensive Holding (1),13,2018
L.Collins,Dallas,T,0,0,1,0,0,Offensive Holding (1),13,2018
Q.Spain,Tennessee,G,1,5,0,0,1,False Start (1),13,2018
J.Mills,Buffalo,T,0,0,1,0,0,Offensive Holding (1),13,2018
A.Glanton,Tampa Bay,LB,1,4,0,0,0,Defensive Pass Interference (1),13,2018
J.Bradberry,Carolina,CB,1,12,0,0,0,Defensive Pass Interference (1),13,2018
T.Decker,Detroit,OL,0,0,0,1,0,Offensive Holding (1),13,2018
X.Howard,Miami,DB,1,15,0,0,0,Face Mask (15 Yards) (1),13,2018
J.Thuney,New England,T,1,10,0,0,0,Offensive Holding (1),13,2018
T.Hill,LA Rams,DB,0,0,0,1,0,Defensive Holding (1),13,2018
R.Higgins,Cleveland,WR,1,10,0,0,0,Offensive Holding (1),13,2018
A.Branch,Miami,DE,1,5,0,0,1,Defensive Offside (1),13,2018
M.Sanu,Atlanta,WR,1,5,0,0,1,Illegal Motion (1),13,2018
J.Haeg,Indianapolis,T,1,10,0,0,0,Offensive Holding (1),13,2018
J.Brown,LA Chargers,OLB,1,15,0,0,0,Unnecessary Roughness (1),13,2018
M.Judon,Baltimore,LB,1,5,0,0,1,Defensive Offside (1),13,2018
A.Lewis,Baltimore,OL,0,0,1,0,0,Offensive Holding (1),13,2018
K.Fackrell,Green Bay,LB,1,5,0,0,0,Defensive Holding (1),13,2018
R.Havenstein,LA Rams,OL,0,0,0,1,0,Offensive Holding (1),13,2018
C.Conley,Kansas City,WR,1,9,0,0,0,Offensive Holding (1),13,2018
C.Jones,Kansas City,DL,1,5,0,0,1,Defensive Offside (1),13,2018
N.Bradham,Philadelphia,OLB,1,5,0,0,0,Illegal Use of Hands (1),13,2018
E.Murray,Kansas City,DB,0,0,0,1,0,Unsportsmanlike Conduct (1),13,2018
T.Nsekhe,Washington,T,0,0,1,0,0,Illegal Use of Hands (1),13,2018
A.Villanueva,Pittsburgh,T,1,10,0,0,0,Offensive Holding (1),13,2018
T.Gipson,Jacksonville,DB,1,5,0,0,0,Defensive Holding (1),13,2018
C.Banjo,New Orleans,CB,1,10,0,0,0,Offensive Holding (1),13,2018
C.Benenoch,Tampa Bay,OL,1,10,0,0,0,Offensive Holding (1),13,2018
E.Tomlinson,N.Y. Jets,TE,1,10,0,0,0,Illegal Block Above the Waist (1),13,2018
D.Lowry,Green Bay,DL,1,5,0,0,1,Defensive Offside (1),13,2018
B.Shell,N.Y. Jets,T,1,10,0,0,0,Offensive Holding (1),13,2018
R.Anderson,N.Y. Jets,WR,1,15,0,0,0,Unsportsmanlike Conduct (1),13,2018
D.Dozier,N.Y. Jets,T,0,0,1,0,0,Offensive Holding (1),13,2018
Ja.Reed,Seattle,DL,1,15,0,0,0,Roughing the Passer (1),13,2018
K.Beachum,N.Y. Jets,T,1,10,0,0,0,Offensive Holding (1),13,2018
B.Carr,Baltimore,CB,1,23,0,0,0,Defensive Pass Interference (1),13,2018
T.Watt,Pittsburgh,LB,0,0,1,0,1,Defensive Offside (1),13,2018
D.Bates,Tennessee,LB,1,10,0,0,0,Offensive Holding (1),13,2018
D.Swearinger,Washington,DB,1,5,0,0,0,Defensive Holding (1),13,2018
C.Littleton,LA Rams,ILB,1,12,0,0,0,Defensive Pass Interference (1),13,2018
J.Davenport,Houston,T,1,10,0,0,0,Offensive Holding (1),13,2018
A.Holmes,Buffalo,WR,1,7,0,0,0,Offensive Holding (1),13,2018
R.Reiff,Minnesota,T,1,10,0,0,0,Offensive Holding (1),13,2018
L.Tomlinson,San Francisco,OL,1,5,0,0,1,False Start (1),13,2018
A.Blythe,LA Rams,C,1,10,0,0,0,Offensive Holding (1),13,2018
A.Janovich,Denver,FB,1,5,0,0,1,False Start (1),13,2018
T.White,Buffalo,DB,0,0,1,0,0,Illegal Contact (1),13,2018
D.Peko,Denver,DT,1,5,0,0,1,Encroachment (1),13,2018
W.Schweitzer,Atlanta,G,1,10,0,0,0,Offensive Holding (1),13,2018
R.Okung,LA Chargers,T,1,10,0,0,0,Offensive Holding (1),13,2018
P.Amukamara,Chicago,CB,1,8,0,0,0,Defensive Pass Interference (1),13,2018
S.Neasman,Atlanta,CB,1,19,0,0,0,Defensive Pass Interference (1),13,2018
M.Humphrey,Baltimore,DB,1,15,0,0,0,Lowering the Head to Initiate Contact (1),13,2018
J.Brown,Tennessee,LB,1,10,0,0,0,Unsportsmanlike Conduct (1),13,2018
E.Lee,San Francisco,OLB,1,5,0,0,1,Defensive Offside (1),13,2018
B.Baker,Arizona,DB,1,9,0,0,0,Defensive Pass Interference (1),13,2018
J.Cook,Oakland,TE,0,0,0,1,0,Unsportsmanlike Conduct (1),13,2018
D.Dawkins,Buffalo,OL,1,5,0,0,1,False Start (1),13,2018
P.Desir,Indianapolis,CB,1,15,0,0,0,Defensive Pass Interference (1),13,2018
J.Johnson,Minnesota,DT,1,5,0,0,0,Illegal Use of Hands (1),13,2018
M.Lattimore,New Orleans,DB,1,13,0,0,0,Defensive Pass Interference (1),13,2018
Z.Line,New Orleans,FB,1,9,0,0,0,Unnecessary Roughness (1),13,2018
N.Jones,Seattle,DT,1,15,0,0,0,Roughing the Passer (1),13,2018
J.Haden,Pittsburgh,CB,1,5,0,0,1,Defensive Offside (1),13,2018
A.Witherspoon,San Francisco,CB,1,3,0,0,0,Defensive Pass Interference (1),13,2018
T.Larsen,Miami,OL,1,10,0,0,0,Offensive Holding (1),13,2018
B.Allen,Pittsburgh,DB,1,9,0,0,0,Illegal Block Above the Waist (1),13,2018
K.Russell,Cincinnati,CB,1,10,0,0,0,Illegal Block Above the Waist (1),13,2018
W.Holden,Arizona,G,1,5,0,0,1,False Start (1),13,2018
A.Redmond,Cincinnati,G,1,10,0,0,0,Offensive Holding (1),13,2018
K.Benjamin,Buffalo,WR,1,2,0,0,1,False Start (1),13,2018
J.Landry,Cleveland,WR,1,10,0,0,0,Offensive Holding (1),13,2018
B.Hart,Cincinnati,T,1,5,0,0,1,False Start (1),13,2018
R.Grant,Indianapolis,WR,1,10,0,0,0,Offensive Pass Interference (1),13,2018
K.Fuller,Kansas City,CB,1,6,0,0,0,Defensive Pass Interference (1),13,2018
T.Moton,Carolina,OL,1,10,0,0,0,Offensive Holding (1),13,2018
A.Woods,Dallas,DT,1,4,0,0,1,Encroachment (1),13,2018
T.Johnson,N.Y. Jets,CB,1,15,0,0,0,Face Mask (15 Yards) (1),13,2018
S.Shields,LA Rams,CB,1,10,0,0,0,Illegal Block Above the Waist (1),13,2018
J.Richards,Atlanta,SS,1,5,0,0,0,Defensive Too Many Men on Field (1),13,2018
V.Beasley,Atlanta,DE,1,15,0,0,0,Unsportsmanlike Conduct (1),13,2018
S.Kelemete,Houston,G,1,5,0,0,1,False Start (1),13,2018
M.Person,San Francisco,G,1,5,0,0,1,False Start (1),13,2018
F.Ragnow,Detroit,OL,0,0,1,0,0,Offensive Holding (1),13,2018
T.Walker,Detroit,DB,1,5,0,0,0,Illegal Touch Kick (1),13,2018
B.Webb,N.Y. Giants,DB,1,8,0,0,0,Defensive Pass Interference (1),13,2018
T.Gabriel,Chicago,WR,0,0,1,0,0,Offensive Pass Interference (1),13,2018
I.Yiadom,Denver,CB,1,15,0,0,0,Unsportsmanlike Conduct (1),13,2018
A.Exum,San Francisco,SS,1,43,0,0,0,Defensive Pass Interference (1),13,2018
O.Scandrick,Kansas City,DB,1,17,0,0,0,Defensive Pass Interference (1),13,2018
K.Toliver,Chicago,DB,1,5,0,0,0,Player Out of Bounds on Kick (1),13,2018
D.Hand,Detroit,DT,1,5,0,0,0,Illegal Use of Hands (1),13,2018
R.Harrison,Jacksonville,SS,1,15,0,0,0,Unsportsmanlike Conduct (1),13,2018
M.Fitzpatrick,Miami,DB,1,14,0,0,0,Defensive Pass Interference (1),13,2018
T.Mathieu,Houston,DB,1,5,0,0,0,Defensive Holding (1),13,2018
A.Key,Oakland,DE,1,3,0,0,1,Neutral Zone Infraction (1),13,2018
D.Kindred,Cleveland,DB,0,0,1,0,0,Running Into the Kicker (1),13,2018
P.Mahomes,Kansas City,QB,1,5,0,0,0,Illegal Forward Pass (1),13,2018
C.Clark,Carolina,T,1,10,0,0,0,Offensive Holding (1),13,2018
K.Wiggins,Detroit,G,1,10,0,0,0,Offensive Holding (1),13,2018
C.Sutton,Denver,WR,1,15,0,0,0,Unnecessary Roughness (1),13,2018
J.Jones,Denver,LB,1,10,0,0,0,Illegal Block Above the Waist (1),13,2018
J.Bademosi,Houston,DB,1,10,0,0,0,Offensive Holding (1),13,2018
A.Ogletree,N.Y. Giants,OLB,1,5,0,0,1,Defensive Offside (1),13,2018
J.Croom,Buffalo,TE,1,10,0,0,0,Offensive Holding (1),13,2018
T.Burton,Chicago,TE,1,5,0,0,1,False Start (1),13,2018
J.Phillips,Buffalo,DL,1,11,0,0,0,Taunting (1),13,2018
D.Fells,Cleveland,TE,1,5,0,0,0,Offside on Free Kick (1),13,2018
M.Thomas,N.Y. Giants,DB,0,0,1,0,0,Defensive Holding (1),13,2018
J.Harrison,N.Y. Jets,C,1,10,0,0,0,Offensive Holding (1),13,2018
G.Stroman,Washington,CB,1,14,0,0,0,Roughing the Passer (1),13,2018
S.Chandler,N.Y. Giants,FS,1,8,0,0,0,Roughing the Passer (1),13,2018
K.Wilber,Oakland,LB,1,10,0,0,0,Offensive Holding (1),13,2018
G.Conley,Oakland,CB,1,5,0,0,0,Defensive Holding (1),13,2018
J.Sirles,Buffalo,G,0,0,1,0,0,Offensive Holding (1),13,2018
J.Allen,Washington,DL,1,5,0,0,0,Defensive Holding (1),13,2018
R.Tonyan,Green Bay,TE,1,8,0,0,0,Offensive Holding (1),13,2018
M.Lengel,Cincinnati,TE,1,5,0,0,1,False Start (1),13,2018
B.Price,Cincinnati,C,1,10,0,0,0,Offensive Holding (1),13,2018
