Name,Team,Pos,Count,Yards,Declined,Offsetting,Pre-Snap,Penalties,Week,Year
D.Bell,Buffalo,T,3,15,1,0,3,"Illegal Formation (2), False Start (1), Offensive Holding (1)",1,2009
D.Stewart,Tennessee,T,3,13,0,0,3,"Illegal Formation (2), False Start (1)",1,2009
T.Polamalu,Pittsburgh,SS,2,30,0,1,0,"Unnecessary Roughness (1), Defensive Pass Interference (1), Face Mask (15 Yards) (1)",1,2009
R.Incognito,St. Louis,C,3,35,0,0,1,"Unnecessary Roughness (2), False Start (1)",1,2009
C.Green,Oakland,T,3,20,0,0,2,"False Start (2), Offensive Holding (1)",1,2009
J.Flacco,Baltimore,QB,1,5,0,1,1,"Intentional Grounding (1), Delay of Game (1)",1,2009
C.Johnson,Cincinnati,WR,2,17,0,0,0,"Offensive Pass Interference (1), Offensive Holding (1)",1,2009
B.Edwards,Cleveland,WR,2,15,0,0,1,"False Start (1), Illegal Block Above the Waist (1)",1,2009
A.Wilson,Arizona,SS,2,20,0,0,1,"Unnecessary Roughness (1), Defensive Offside (1)",1,2009
J.Abraham,Atlanta,OLB,2,10,0,0,2,"Defensive Offside (1), Defensive Delay of Game (1)",1,2009
V.Wilfork,New England,NT,2,20,0,0,1,"Roughing the Passer (1), Encroachment (1)",1,2009
D.Ferguson,N.Y. Jets,T,2,20,0,0,1,"Unnecessary Roughness (1), Illegal Motion (1)",1,2009
M.Sanchez,N.Y. Jets,QB,2,20,0,0,1,"False Start (1), Low Block (1)",1,2009
P.Rivers,San Diego,QB,2,20,0,0,1,"Delay of Game (1), Taunting (1)",1,2009
D.Dockett,Arizona,DT,2,9,0,0,2,Defensive Offside (2),1,2009
D.Koppen,New England,C,2,10,0,0,2,False Start (2),1,2009
D.Sharper,New Orleans,FS,1,1,1,0,0,"Personal Foul (1), Defensive Holding (1)",1,2009
S.Andrews,Philadelphia,G,2,10,0,0,2,"False Start (1), Illegal Formation (1)",1,2009
B.Hamilton,Denver,G,2,15,0,0,1,"False Start (1), Offensive Holding (1)",1,2009
C.Thompson,Houston,LB,2,20,0,0,0,"Unnecessary Roughness (1), Offensive Holding (1)",1,2009
M.Gandy,Arizona,T,2,15,0,0,1,"False Start (1), Offensive Holding (1)",1,2009
D.Tapp,Seattle,DE,2,10,0,0,2,Defensive Offside (2),1,2009
S.Nelson,Buffalo,TE,2,16,0,0,1,"False Start (1), Offensive Holding (1)",1,2009
J.Peters,Philadelphia,T,2,10,0,0,2,False Start (2),1,2009
T.Clabo,Atlanta,T,0,0,0,1,0,Offensive Holding (1),1,2009
J.St. Clair,Cleveland,T,1,5,0,0,1,False Start (1),1,2009
R.White,Atlanta,WR,1,10,0,0,0,Offensive Holding (1),1,2009
D.Graham,Denver,TE,1,5,0,0,1,False Start (1),1,2009
J.Johnson,Baltimore,LB,1,15,0,0,0,Roughing the Passer (1),1,2009
N.Washington,Tennessee,WR,0,0,0,1,1,Illegal Formation (1),1,2009
T.McDaniel,Miami,DT,0,0,0,1,0,Illegal Use of Hands (1),1,2009
R.Colclough,Kansas City,DB,0,0,0,1,0,Illegal Contact (1),1,2009
B.Williams,Cincinnati,G,0,0,1,0,0,Ineligible Downfield Pass (1),1,2009
C.Griffin,Minnesota,CB,1,28,0,0,0,Defensive Pass Interference (1),1,2009
S.Moss,Washington,WR,0,0,0,1,0,Personal Foul (1),1,2009
C.Webster,N.Y. Giants,CB,0,0,0,1,0,Personal Foul (1),1,2009
P.Garcon,Indianapolis,WR,1,5,0,0,1,False Start (1),1,2009
B.McDonald,Cleveland,DB,1,16,0,0,0,Defensive Pass Interference (1),1,2009
T.Tyler,Kansas City,DT,1,5,0,0,0,Illegal Use of Hands (1),1,2009
A.Brown,Chicago,DE,1,15,0,0,0,Unnecessary Roughness (1),1,2009
K.Moreno,Denver,RB,0,0,1,0,0,Personal Foul (1),1,2009
L.Landry,Washington,FS,1,12,0,0,0,Personal Foul (1),1,2009
A.Haynesworth,Washington,DT,1,5,0,0,1,Defensive Offside (1),1,2009
Q.Jammer,San Diego,CB,1,5,0,0,0,Illegal Contact (1),1,2009
Du.Robinson,Houston,CB,1,5,0,0,0,Defensive Holding (1),1,2009
D.Mason,Baltimore,WR,1,10,0,0,0,Offensive Holding (1),1,2009
D.Whitner,Buffalo,SS,1,15,0,0,0,Unnecessary Roughness (1),1,2009
F.Adams,Dallas,T,1,15,0,0,0,Unnecessary Roughness (1),1,2009
J.Campbell,Washington,QB,0,0,1,0,0,Illegal Forward Pass (1),1,2009
B.Favre,Minnesota,QB,1,5,0,0,1,Delay of Game (1),1,2009
K.Osgood,San Diego,WR,1,5,0,0,1,False Start (1),1,2009
C.Matthews,Green Bay,OLB,1,10,0,0,0,Offensive Holding (1),1,2009
A.Bethea,Indianapolis,SS,1,7,0,0,0,Face Mask (15 Yards) (1),1,2009
E.Winston,Houston,T,1,2,0,0,1,False Start (1),1,2009
G.McRath,Tennessee,LB,1,10,0,0,0,Offensive Holding (1),1,2009
A.Talib,Tampa Bay,CB,0,0,1,0,0,Illegal Use of Hands (1),1,2009
E.Manning,N.Y. Giants,QB,1,5,0,0,1,Delay of Game (1),1,2009
J.Otah,Carolina,T,1,5,0,0,1,False Start (1),1,2009
J.Smith,San Francisco,DE,1,5,0,0,0,Defensive Holding (1),1,2009
B.Roethlisberger,Pittsburgh,QB,1,5,0,0,1,Delay of Game (1),1,2009
J.Thomas,Cleveland,T,1,5,0,0,1,False Start (1),1,2009
K.Maiava,Cleveland,OLB,1,10,0,0,0,Offensive Holding (1),1,2009
K.Cook,Cincinnati,C,1,5,0,0,0,Ineligible Downfield Pass (1),1,2009
M.Light,New England,T,1,10,0,0,0,Tripping (1),1,2009
B.Albert,Kansas City,T,1,5,0,0,1,False Start (1),1,2009
J.Westerman,N.Y. Jets,LB,1,10,0,0,0,Offensive Holding (1),1,2009
W.Hunter,N.Y. Jets,T,0,0,1,0,1,Illegal Motion (1),1,2009
E.Monroe,Jacksonville,T,1,4,0,0,1,False Start (1),1,2009
B.Moore,N.Y. Jets,G,1,5,0,0,1,False Start (1),1,2009
C.Clifton,Green Bay,T,1,5,0,0,1,False Start (1),1,2009
J.Sitton,Green Bay,G,1,10,0,0,0,Offensive Holding (1),1,2009
C.Nicks,New Orleans,G,1,10,0,0,0,Offensive Holding (1),1,2009
J.Long,Miami,T,0,0,1,0,0,Offensive Holding (1),1,2009
R.Kalil,Carolina,C,1,5,0,0,1,False Start (1),1,2009
D.Thomas,New Orleans,TE,1,10,0,0,0,Offensive Holding (1),1,2009
J.Backus,Detroit,T,1,5,0,0,1,False Start (1),1,2009
K.Williams,Minnesota,DT,1,5,0,0,1,Encroachment (1),1,2009
P.Haralson,San Francisco,OLB,1,5,0,0,1,Defensive Offside (1),1,2009
J.Clary,San Diego,G,1,5,0,0,1,False Start (1),1,2009
J.Smith,St. Louis,T,1,5,0,0,1,False Start (1),1,2009
J.Bell,St. Louis,G,1,5,0,0,1,False Start (1),1,2009
D.Hall,Washington,SS,1,10,0,0,0,Offensive Holding (1),1,2009
M.Wallace,Pittsburgh,WR,1,5,0,0,1,Illegal Formation (1),1,2009
D.Raiola,Detroit,C,1,15,0,0,0,Personal Foul (1),1,2009
C.Snee,N.Y. Giants,G,1,10,0,0,0,Offensive Holding (1),1,2009
D.Freeney,Indianapolis,OLB,1,5,0,0,1,Neutral Zone Infraction (1),1,2009
B.Obomanu,Seattle,WR,1,10,0,0,0,Illegal Block Above the Waist (1),1,2009
J.Parker,Philadelphia,DE,1,15,0,0,0,Face Mask (15 Yards) (1),1,2009
D.Goldson,San Francisco,DB,1,10,0,0,0,Illegal Block Above the Waist (1),1,2009
S.Phillips,San Diego,OLB,1,5,0,0,0,Illegal Use of Hands (1),1,2009
C.Williams,Chicago,T,1,5,0,0,1,False Start (1),1,2009
J.Blalock,Atlanta,G,1,15,0,0,0,Personal Foul (1),1,2009
L.Delmas,Detroit,FS,1,15,0,0,0,Unsportsmanlike Conduct (1),1,2009
L.Fitzgerald,Arizona,WR,1,10,0,0,0,Offensive Pass Interference (1),1,2009
O.Daniels,Houston,TE,1,5,0,0,0,Offensive Holding (1),1,2009
L.Murphy,Oakland,WR,1,10,0,0,0,Offensive Pass Interference (1),1,2009
M.Starks,Pittsburgh,T,1,10,0,0,0,Offensive Holding (1),1,2009
E.Bennett,Chicago,WR,1,5,0,0,1,Offensive Offside (1),1,2009
R.Johnson,Arizona,FS,1,8,0,0,0,Low Block (1),1,2009
B.Hartline,Miami,WR,1,10,0,0,0,Offensive Pass Interference (1),1,2009
D.Jackson,Philadelphia,WR,1,15,0,0,0,Unsportsmanlike Conduct (1),1,2009
D.Bruton,Denver,SS,1,5,0,0,1,False Start (1),1,2009
S.Piscitelli,Tampa Bay,SS,1,5,0,0,0,Running Into the Kicker (1),1,2009
M.Hedgecock,N.Y. Giants,FB,1,5,0,0,1,False Start (1),1,2009
B.Johnson,N.Y. Giants,DB,1,10,0,0,0,Offensive Holding (1),1,2009
S.Jackson,St. Louis,RB,0,0,1,0,0,Unnecessary Roughness (1),1,2009
S.Spach,Arizona,TE,1,5,0,0,1,False Start (1),1,2009
A.Curry,Seattle,LB,1,5,0,0,1,Defensive Offside (1),1,2009
G.Sensabaugh,Dallas,FS,1,5,0,0,0,Illegal Contact (1),1,2009
C.Chester,Baltimore,C,1,10,0,0,0,Offensive Holding (1),1,2009
J.Stinchcomb,New Orleans,T,1,5,0,0,1,False Start (1),1,2009
N.Cole,Philadelphia,G,1,5,0,0,1,False Start (1),1,2009
R.Geathers,Cincinnati,DE,1,5,0,0,1,Defensive Offside (1),1,2009
D.Rosario,Carolina,TE,1,10,0,0,0,Offensive Holding (1),1,2009
C.Rogers,Washington,CB,1,5,0,0,0,Illegal Contact (1),1,2009
M.Jenkins,Dallas,CB,1,11,0,0,0,Defensive Pass Interference (1),1,2009
S.Considine,Jacksonville,DB,1,15,0,0,0,Personal Foul (1),1,2009
B.Dombrowski,San Diego,T,1,5,0,0,1,False Start (1),1,2009
V.Carey,Miami,G,1,10,0,0,0,Offensive Holding (1),1,2009
C.Bailey,Denver,CB,1,4,0,0,0,Illegal Blindside Block (1),1,2009
J.King,Carolina,TE,1,5,0,0,1,False Start (1),1,2009
T.Brayton,Carolina,DT,1,5,0,0,1,Defensive Offside (1),1,2009
H.Ward,Pittsburgh,WR,1,10,0,0,0,Offensive Holding (1),1,2009
T.Gooden,Baltimore,LB,1,3,0,0,0,Illegal Use of Hands (1),1,2009
D.Colquitt,Kansas City,P,1,5,0,0,1,Delay of Game (1),1,2009
T.Knighton,Jacksonville,DT,1,5,0,0,0,Defensive Holding (1),1,2009
D.Harris,N.Y. Jets,ILB,0,0,1,0,0,Illegal Contact (1),1,2009
J.Goodwin,New Orleans,C,1,5,0,0,1,False Start (1),1,2009
B.Smith,N.Y. Jets,WR,1,10,0,0,0,Offensive Holding (1),1,2009
A.Carter,Washington,DE,0,0,1,0,1,Defensive Offside (1),1,2009
K.Vanden Bosch,Tennessee,DE,1,5,0,0,1,Encroachment (1),1,2009
W.Allen,Miami,DB,1,2,0,0,0,Defensive Pass Interference (1),1,2009
D.Foxworth,Baltimore,DB,1,10,0,0,0,Illegal Use of Hands (1),1,2009
F.Washington,Baltimore,DB,1,8,0,0,0,Illegal Use of Hands (1),1,2009
J.Gaither,Baltimore,T,1,4,0,0,0,Offensive Holding (1),1,2009
Q.Demps,Philadelphia,DB,1,15,0,0,0,Fair Catch Interference (1),1,2009
C.Wiegmann,Denver,C,1,10,0,0,0,Offensive Holding (1),1,2009
J.Sullivan,Minnesota,C,0,0,1,0,0,Offensive Holding (1),1,2009
J.Davis,Cleveland,RB,1,5,0,0,1,False Start (1),1,2009
A.Faneca,N.Y. Jets,G,1,5,0,0,1,False Start (1),1,2009
D.Ryans,Houston,ILB,0,0,1,0,0,Taunting (1),1,2009
N.Ferguson,Houston,FS,1,5,0,0,0,Illegal Contact (1),1,2009
M.Douglas,N.Y. Jets,DT,1,5,0,0,0,Defensive Holding (1),1,2009
D.White,Detroit,DE,0,0,1,0,1,Defensive Offside (1),1,2009
J.Kyle,New Orleans,LS,1,5,0,0,0,Ineligible Downfield Kick (1),1,2009
L.Cohen,Detroit,DE,1,15,0,0,0,Roughing the Passer (1),1,2009
C.Grant,New Orleans,DE,1,0,0,0,0,Personal Foul (1),1,2009
D.Loper,Detroit,T,1,5,0,0,1,False Start (1),1,2009
E.Sims,Detroit,LB,1,5,0,0,0,Personal Foul (1),1,2009
M.Clayton,Tampa Bay,WR,1,5,0,0,1,Illegal Shift (1),1,2009
G.Adams,Tampa Bay,DE,1,5,0,0,1,Defensive Offside (1),1,2009
P.Crayton,Dallas,WR,1,10,0,0,0,Illegal Kick (1),1,2009
A.Becht,Arizona,TE,1,5,0,0,1,False Start (1),1,2009
A.Highsmith,Arizona,ILB,1,5,0,0,1,False Start (1),1,2009
K.Warner,Arizona,QB,1,5,0,0,1,Delay of Game (1),1,2009
D.Avery,St. Louis,WR,1,10,0,0,0,Offensive Holding (1),1,2009
R.McMichael,St. Louis,TE,1,5,0,0,1,False Start (1),1,2009
M.Bulger,St. Louis,QB,1,5,0,0,1,Delay of Game (1),1,2009
L.Little,St. Louis,DE,1,15,0,0,0,Unnecessary Roughness (1),1,2009
J.Spitz,Green Bay,C,1,10,0,0,0,Offensive Holding (1),1,2009
A.Harris,Green Bay,CB,1,5,0,0,0,Illegal Contact (1),1,2009
R.Denney,Buffalo,DE,1,5,0,0,0,Defensive Holding (1),1,2009
D.Schouman,Buffalo,TE,1,10,0,0,0,Illegal Blindside Block (1),1,2009
T.Owens,Buffalo,WR,1,10,0,0,0,Offensive Pass Interference (1),1,2009
A.Thomas,New England,OLB,1,15,0,0,0,Roughing the Passer (1),1,2009
S.Merriman,San Diego,DE,1,5,0,0,1,Defensive Offside (1),1,2009
G.Warren,Oakland,DT,1,5,0,0,1,Encroachment (1),1,2009
S.Mruczkowski,San Diego,G,1,10,0,0,0,Offensive Holding (1),1,2009
J.Taylor,Miami,OLB,1,5,0,0,1,Defensive Offside (1),1,2009
N.Harper,Tennessee,CB,1,14,2,0,0,Defensive Pass Interference (3),2,2009
T.Brady,New England,QB,3,15,0,0,3,Delay of Game (3),2,2009
B.Albert,Kansas City,T,3,20,0,0,2,"False Start (2), Offensive Holding (1)",2,2009
P.Rivers,San Diego,QB,3,14,0,0,3,Delay of Game (3),2,2009
C.Crocker,Cincinnati,DB,3,33,0,0,0,"Defensive Pass Interference (2), Defensive Holding (1)",2,2009
J.Kleinsasser,Minnesota,TE,2,15,0,0,1,"False Start (1), Offensive Holding (1)",2,2009
C.Clemons,Philadelphia,DE,1,11,1,0,0,"Personal Foul (1), Illegal Block Above the Waist (1)",2,2009
N.Clements,San Francisco,SS,1,18,1,0,0,"Defensive Pass Interference (1), Personal Foul (1)",2,2009
P.Loadholt,Minnesota,T,1,5,1,0,1,"False Start (1), Offensive Holding (1)",2,2009
I.Taylor,Pittsburgh,CB,2,17,0,0,0,"Personal Foul (1), Illegal Block Above the Waist (1)",2,2009
L.Brown,Arizona,T,2,10,0,0,1,"False Start (1), Illegal Touch Pass (1)",2,2009
A.Whitworth,Cincinnati,T,2,20,0,0,0,Offensive Holding (2),2,2009
J.Scott,Tennessee,G,2,15,0,0,1,"False Start (1), Offensive Holding (1)",2,2009
J.Trueblood,Tampa Bay,T,2,10,0,0,2,False Start (2),2,2009
L.Murphy,Oakland,WR,2,10,0,0,2,"False Start (1), Illegal Motion (1)",2,2009
D.Dockery,Washington,G,2,10,0,0,2,False Start (2),2,2009
D.Woody,N.Y. Jets,T,2,7,0,0,2,False Start (2),2,2009
C.Palmer,Cincinnati,QB,2,10,0,0,2,Delay of Game (2),2,2009
B.Dombrowski,San Diego,T,2,15,0,0,1,"False Start (1), Offensive Holding (1)",2,2009
J.Bush,Green Bay,CB,2,10,0,0,2,False Start (2),2,2009
A.Harris,Green Bay,CB,2,21,0,0,0,"Roughing the Passer (1), Illegal Use of Hands (1)",2,2009
A.Barron,St. Louis,T,2,20,0,0,0,Offensive Holding (2),2,2009
H.Poteat,Cleveland,FS,2,23,0,0,0,"Defensive Pass Interference (1), Defensive Holding (1)",2,2009
L.English,San Diego,DE,1,5,1,0,1,"Defensive Offside (1), Running Into the Kicker (1)",2,2009
A.Johnson,Indianapolis,DT,2,10,0,0,2,Defensive Offside (2),2,2009
R.Marshall,Carolina,CB,1,4,0,0,0,Defensive Pass Interference (1),2,2009
J.St. Clair,Cleveland,T,1,5,0,0,1,False Start (1),2,2009
D.Stewart,Tennessee,T,0,0,1,0,0,Offensive Holding (1),2,2009
W.Smith,New Orleans,DE,0,0,1,0,1,Defensive Offside (1),2,2009
D.Graham,Denver,TE,1,5,0,0,1,False Start (1),2,2009
T.McDaniel,Miami,DT,1,5,0,0,1,Encroachment (1),2,2009
C.Johnson,Cincinnati,WR,1,5,0,0,1,False Start (1),2,2009
B.Williams,Cincinnati,G,1,10,0,0,0,Offensive Holding (1),2,2009
L.Weaver,Philadelphia,FB,1,3,0,0,0,Illegal Block Above the Waist (1),2,2009
T.Brown,Tennessee,DT,0,0,1,0,1,Defensive Offside (1),2,2009
D.Anderson,Houston,WR,0,0,0,1,0,Personal Foul (1),2,2009
J.Jones,Tennessee,DE,0,0,0,1,0,Disqualification (1),2,2009
G.Coffee,San Francisco,RB,1,10,0,0,0,Illegal Block Above the Waist (1),2,2009
C.Kemoeatu,Pittsburgh,G,0,0,1,0,0,Offensive Holding (1),2,2009
Z.Bowman,Chicago,DB,1,10,0,0,0,Illegal Block Above the Waist (1),2,2009
R.Seubert,N.Y. Giants,G,1,10,0,0,0,Offensive Holding (1),2,2009
D.Hagan,N.Y. Giants,WR,0,0,1,0,0,Unnecessary Roughness (1),2,2009
S.Rogers,Cleveland,DT,1,15,0,0,0,Face Mask (15 Yards) (1),2,2009
D.Bishop,Green Bay,LB,1,10,0,0,0,Offensive Holding (1),2,2009
R.Niswanger,Kansas City,C,1,10,0,0,0,Offensive Holding (1),2,2009
A.Brown,Chicago,DE,1,5,0,0,1,Defensive Offside (1),2,2009
D.Penn,Tampa Bay,T,1,5,0,0,1,False Start (1),2,2009
J.Byrd,Buffalo,FS,1,15,0,0,0,Unsportsmanlike Conduct (1),2,2009
V.Manuwai,Jacksonville,G,1,5,0,0,1,False Start (1),2,2009
S.Jones,Philadelphia,FS,1,10,0,0,0,Offensive Holding (1),2,2009
S.Havner,Green Bay,TE,1,5,0,0,0,Ineligible Downfield Kick (1),2,2009
H.Dahl,Atlanta,G,1,15,0,0,0,Personal Foul (1),2,2009
G.Hayes,Tampa Bay,OLB,1,15,0,0,0,Face Mask (15 Yards) (1),2,2009
E.Smith,N.Y. Jets,FS,0,0,1,0,0,Illegal Contact (1),2,2009
E.Walden,Miami,OLB,1,5,0,0,0,Offside on Free Kick (1),2,2009
T.Cole,Philadelphia,LB,0,0,1,0,0,Defensive Holding (1),2,2009
F.Adams,Dallas,T,1,6,0,0,0,Tripping (1),2,2009
J.Hanson,Philadelphia,CB,1,5,0,0,1,Illegal Shift (1),2,2009
J.Campbell,Washington,QB,1,5,0,0,1,Delay of Game (1),2,2009
R.Barber,Tampa Bay,FS,1,5,0,0,1,Defensive Offside (1),2,2009
B.Wade,Kansas City,WR,1,10,0,0,0,Illegal Block Above the Waist (1),2,2009
K.Hamlin,Dallas,DB,1,5,0,0,1,Defensive Offside (1),2,2009
D.Lutui,Arizona,G,1,10,0,0,0,Offensive Holding (1),2,2009
J.Evans,New Orleans,G,1,5,0,0,1,False Start (1),2,2009
J.Kuhn,Green Bay,FB,1,10,0,0,0,Offensive Holding (1),2,2009
C.Barwin,Houston,OLB,0,0,1,0,1,Defensive Offside (1),2,2009
A.Talib,Tampa Bay,CB,1,15,0,0,0,Face Mask (15 Yards) (1),2,2009
J.Otah,Carolina,T,1,5,0,0,1,False Start (1),2,2009
T.Davis,Carolina,OLB,0,0,1,0,0,Defensive Pass Interference (1),2,2009
C.Haggans,Arizona,LB,1,18,0,0,0,Defensive Pass Interference (1),2,2009
V.Davis,San Francisco,TE,1,1,0,0,1,False Start (1),2,2009
W.Colon,Pittsburgh,G,1,5,0,0,1,False Start (1),2,2009
C.Johnson,Oakland,CB,1,5,0,0,0,Illegal Use of Hands (1),2,2009
B.Carr,Kansas City,CB,1,5,0,0,0,Illegal Use of Hands (1),2,2009
E.Amano,Tennessee,C,0,0,1,0,0,Ineligible Downfield Pass (1),2,2009
M.Oher,Baltimore,T,1,5,0,0,1,False Start (1),2,2009
E.Foster,Indianapolis,DT,0,0,1,0,1,Defensive Offside (1),2,2009
C.Clifton,Green Bay,T,1,5,0,0,1,False Start (1),2,2009
J.Cutler,Chicago,QB,1,10,0,0,0,Intentional Grounding (1),2,2009
F.Omiyale,Chicago,T,1,5,0,0,1,False Start (1),2,2009
J.Hester,San Diego,RB,1,15,0,0,0,Chop Block (1),2,2009
S.Smith,Carolina,WR,1,10,0,0,0,Offensive Pass Interference (1),2,2009
E.Britton,Jacksonville,T,1,5,0,0,1,False Start (1),2,2009
D.Brown,Houston,T,1,5,0,0,1,False Start (1),2,2009
C.Myers,Houston,C,1,5,0,0,1,False Start (1),2,2009
D.Thomas,New Orleans,TE,1,3,0,0,1,False Start (1),2,2009
J.Backus,Detroit,T,1,9,0,0,0,Offensive Holding (1),2,2009
K.Williams,Minnesota,DT,1,15,0,0,0,Unnecessary Roughness (1),2,2009
P.Haralson,San Francisco,OLB,1,5,0,0,1,Defensive Offside (1),2,2009
M.Unger,Seattle,C,1,10,0,0,0,Offensive Holding (1),2,2009
J.McCourty,Tennessee,CB,1,15,0,0,0,Interference with Opportunity to Catch (1),2,2009
R.Garza,Chicago,C,1,5,0,0,1,False Start (1),2,2009
C.Tillman,Chicago,DB,1,5,0,0,1,Defensive Offside (1),2,2009
W.Montgomery,Washington,C,0,0,1,0,0,Offensive Holding (1),2,2009
K.Winslow,Tampa Bay,TE,1,15,0,0,0,Face Mask (15 Yards) (1),2,2009
D.Freeney,Indianapolis,OLB,0,0,1,0,1,Defensive Offside (1),2,2009
D.Joseph,Tampa Bay,G,1,5,0,0,1,False Start (1),2,2009
M.Roos,Tennessee,T,1,0,0,0,1,False Start (1),2,2009
O.Umenyiora,N.Y. Giants,DE,1,5,0,0,1,Defensive Offside (1),2,2009
S.Phillips,San Diego,OLB,1,5,0,0,1,Defensive Offside (1),2,2009
E.Dumervil,Denver,OLB,1,15,0,0,0,Face Mask (15 Yards) (1),2,2009
M.Boley,N.Y. Giants,LB,1,15,0,0,0,Face Mask (15 Yards) (1),2,2009
R.Mathis,Indianapolis,OLB,1,5,0,0,1,Defensive Offside (1),2,2009
K.Golston,Washington,DE,1,5,0,0,0,Defensive Holding (1),2,2009
J.Anderson,Carolina,LB,1,6,0,0,0,Unnecessary Roughness (1),2,2009
J.Blalock,Atlanta,G,1,5,0,0,0,Ineligible Downfield Pass (1),2,2009
G.Cherilus,Detroit,T,1,11,0,0,0,Chop Block (1),2,2009
S.Johnson,Buffalo,DT,1,5,0,0,1,Defensive Offside (1),2,2009
J.Harrison,Pittsburgh,OLB,1,15,0,0,0,Roughing the Passer (1),2,2009
T.Newman,Dallas,DB,1,34,0,0,0,Defensive Pass Interference (1),2,2009
L.Timmons,Pittsburgh,ILB,1,5,0,0,0,Defensive Holding (1),2,2009
B.Johnson,Cincinnati,LB,1,7,0,0,0,Roughing the Passer (1),2,2009
T.Porter,New Orleans,DB,0,0,1,0,0,Running Into the Kicker (1),2,2009
K.Biermann,Atlanta,OLB,1,5,0,0,1,Defensive Offside (1),2,2009
B.Green-Ellis,New England,RB,1,10,0,0,0,Illegal Block Above the Waist (1),2,2009
T.Williams,Green Bay,CB,1,5,0,0,0,Illegal Contact (1),2,2009
J.Jones,Green Bay,WR,0,0,1,0,1,Illegal Formation (1),2,2009
D.Jackson,Philadelphia,WR,1,5,0,0,1,False Start (1),2,2009
B.Cushing,Houston,ILB,1,5,0,0,0,Defensive Holding (1),2,2009
D.Ball,Tennessee,DE,0,0,1,0,1,Defensive Offside (1),2,2009
S.Spach,Arizona,TE,1,10,0,0,0,Offensive Holding (1),2,2009
T.Gonzalez,Atlanta,TE,1,5,0,0,1,False Start (1),2,2009
J.Carlson,Seattle,TE,1,5,0,0,1,False Start (1),2,2009
J.Mitchell,Minnesota,DE,1,8,0,0,0,Personal Foul (1),2,2009
K.Langford,Miami,DE,1,5,0,0,1,Defensive 12 On-field (1),2,2009
K.Britt,Tennessee,WR,1,5,0,0,1,False Start (1),2,2009
N.Cole,Philadelphia,G,1,5,0,0,1,False Start (1),2,2009
D.Bell,Buffalo,T,0,0,1,0,0,Offensive Holding (1),2,2009
K.Burnett,San Diego,OLB,1,21,0,0,0,Defensive Pass Interference (1),2,2009
L.Naanee,San Diego,WR,1,5,0,0,0,Offside on Free Kick (1),2,2009
D.Keller,N.Y. Jets,TE,1,7,0,0,0,Offensive Holding (1),2,2009
J.Moss,Denver,DE,1,10,0,0,0,Offensive Holding (1),2,2009
D.Fells,St. Louis,TE,1,5,0,0,1,False Start (1),2,2009
S.Neal,New England,G,1,10,0,0,0,Offensive Holding (1),2,2009
B.Scott,N.Y. Jets,ILB,1,15,0,0,0,Personal Foul (1),2,2009
D.Coats,Cincinnati,TE,1,5,0,0,1,False Start (1),2,2009
Z.Miller,Oakland,TE,1,5,0,0,1,False Start (1),2,2009
W.Gilberry,Kansas City,DE,1,15,0,0,0,Personal Foul (1),2,2009
D.Lowery,N.Y. Jets,DB,1,10,0,0,0,Offensive Holding (1),2,2009
G.Hayes,Arizona,LB,1,5,0,0,1,Defensive Offside (1),2,2009
M.Stovall,Tampa Bay,WR,1,5,0,0,0,Illegal Touch Kick (1),2,2009
C.Williams,Tampa Bay,RB,0,0,1,0,0,Offensive Holding (1),2,2009
D.Foxworth,Baltimore,DB,1,12,0,0,0,Defensive Pass Interference (1),2,2009
C.Wiegmann,Denver,C,1,5,0,0,1,False Start (1),2,2009
M.Clayton,Tampa Bay,WR,1,10,0,0,0,Offensive Pass Interference (1),2,2009
G.Adams,Tampa Bay,DE,0,0,1,0,1,Defensive Offside (1),2,2009
R.Incognito,St. Louis,C,0,0,1,0,0,Offensive Holding (1),2,2009
M.Bulger,St. Louis,QB,1,5,0,0,1,Delay of Game (1),2,2009
C.Green,Oakland,T,1,5,0,0,1,False Start (1),2,2009
G.Warren,Oakland,DT,1,15,0,0,0,Face Mask (15 Yards) (1),2,2009
T.Johnson,Atlanta,DT,1,5,0,0,1,Neutral Zone Infraction (1),2,2009
L.Leonard,Carolina,DT,1,5,0,0,1,Defensive Offside (1),2,2009
L.Johnson,Carolina,LB,1,5,0,0,1,False Start (1),2,2009
M.Manuel,Detroit,SS,1,5,0,0,0,Illegal Contact (1),2,2009
D.Northcutt,Detroit,WR,1,10,0,0,0,Illegal Block Above the Waist (1),2,2009
E.Mathis,Cincinnati,G,1,5,0,0,1,False Start (1),2,2009
R.Pickett,Green Bay,NT,1,5,0,0,1,Neutral Zone Infraction (1),2,2009
A.Kampman,Green Bay,DE,0,0,1,0,1,Defensive Offside (1),2,2009
K.Huber,Cincinnati,P,0,0,1,0,1,Delay of Game (1),2,2009
M.Williams,Jacksonville,G,1,5,0,0,1,False Start (1),2,2009
G.Estandia,Jacksonville,TE,1,5,0,0,1,Illegal Motion (1),2,2009
J.Henderson,Jacksonville,NT,1,5,0,0,1,Defensive Offside (1),2,2009
B.Graham,Arizona,P,1,5,0,0,1,Delay of Game (1),2,2009
G.Ellis,Oakland,DE,1,5,0,0,1,Defensive Offside (1),2,2009
M.Goff,Kansas City,G,1,5,0,0,1,False Start (1),2,2009
I.Ndukwe,Kansas City,G,1,5,0,0,0,Ineligible Downfield Pass (1),2,2009
